Innings Player,Innings Runs Scored Num,not_out,Innings Balls Faced,Country,Opposition,Innings Date
SV Carlisle,28,0,46,Zimbabwe,England,2001/10/10
DD Ebrahim,28,0,28,Zimbabwe,England,2001/10/13
GW Flower,28,0,40,Zimbabwe,Pakistan,2002/12/01
GJ Whittall,28,0,26,Zimbabwe,India,2003/02/19
HH Streak,28,0,32,Zimbabwe,Australia,2004/01/26
SV Carlisle,28,0,46,Zimbabwe,India,2004/02/03
V Sibanda,28,0,56,Zimbabwe,England,2004/09/10
T Taibu,28,0,44,Zimbabwe,Bangladesh,2005/01/20
T Taibu,28,0,48,Zimbabwe,South Africa,2005/02/25
H Masakadza,28,0,29,Zimbabwe,Sri Lanka,2008/11/28
KM Dabengwa,28,0,23,Zimbabwe,South Africa,2010/10/17
T Taibu,28,0,28,Zimbabwe,South Africa,2010/10/22
BRM Taylor,28,0,32,Zimbabwe,Bangladesh,2010/12/03
SC Williams,28,0,40,Zimbabwe,Australia,2011/02/21
H Masakadza,28,0,43,Zimbabwe,Bangladesh,2011/08/21
BRM Taylor,28,0,40,Zimbabwe,Bangladesh,2014/11/26
H Masakadza,28,0,40,Zimbabwe,Bangladesh,2014/11/28
Sikandar Raza,28,0,15,Zimbabwe,India,2015/03/14
E Chigumbura,28,0,41,Zimbabwe,Afghanistan,2015/12/25
RP Burl,28,0,46,Zimbabwe,Afghanistan,2017/02/16
H Masakadza,28,0,36,Zimbabwe,Sri Lanka,2017/07/08
H Masakadza,28,0,39,Zimbabwe,South Africa,2018/10/06
PJ Moor,28,0,21,Zimbabwe,Bangladesh,2018/10/26
RW Chakabva,28,0,32,Zimbabwe,U.A.E.,2019/04/16
SF Mire,28,0,33,Zimbabwe,Netherlands,2019/06/21
SC Williams,28,0,29,Zimbabwe,Ireland,2019/07/01
R Mutumbami,28,0,33,Zimbabwe,Ireland,2019/07/07
KM Jarvis,28,0,33,Zimbabwe,Ireland,2019/07/07
HH Streak,27,1,28,Zimbabwe,Pakistan,2001/10/28
BRM Taylor,27,1,31,Zimbabwe,Bangladesh,2006/08/04
F Mutizwa,27,1,53,Zimbabwe,Bangladesh,2011/08/12
P Utseya,27,1,43,Zimbabwe,New Zealand,2012/02/06
Sikandar Raza,27,1,27,Zimbabwe,Sri Lanka,2017/07/10
ADR Campbell,27,0,34,Zimbabwe,Australia,2001/02/04
MA Vermeulen,27,0,62,Zimbabwe,Netherlands,2003/02/28
GW Flower,27,0,43,Zimbabwe,South Africa,2003/06/29
DD Ebrahim,27,0,56,Zimbabwe,South Africa,2003/07/10
S Matsikenyeri,27,0,53,Zimbabwe,Australia,2004/05/27
T Taibu,27,0,56,Zimbabwe,Australia,2004/05/29
E Chigumbura,27,0,18,Zimbabwe,Bangladesh,2005/01/26
P Utseya,27,0,41,Zimbabwe,West Indies,2006/10/08
E Chigumbura,27,0,53,Zimbabwe,Bangladesh,2006/10/13
S Matsikenyeri,27,0,39,Zimbabwe,Bangladesh,2006/11/30
CJ Chibhabha,27,0,46,Zimbabwe,Bangladesh,2006/12/09
E Chigumbura,27,0,40,Zimbabwe,Bangladesh,2006/12/09
E Chigumbura,27,0,11,Zimbabwe,Pakistan,2007/03/21
BRM Taylor,27,0,30,Zimbabwe,West Indies,2007/11/30
BRM Taylor,27,0,33,Zimbabwe,West Indies,2007/12/02
S Matsikenyeri,27,0,19,Zimbabwe,Ireland,2008/10/17
CK Coventry,27,0,29,Zimbabwe,Kenya,2009/10/12
MN Waller,27,0,44,Zimbabwe,Bangladesh,2009/10/31
E Chigumbura,27,0,22,Zimbabwe,West Indies,2010/03/04
GA Lamb,27,0,43,Zimbabwe,India,2010/05/28
BRM Taylor,27,0,47,Zimbabwe,Ireland,2010/09/26
CK Coventry,27,0,47,Zimbabwe,Ireland,2010/09/26
CR Ervine,27,0,38,Zimbabwe,South Africa,2010/10/17
BRM Taylor,27,0,35,Zimbabwe,Bangladesh,2010/12/01
V Sibanda,27,0,36,Zimbabwe,Bangladesh,2011/08/16
F Mutizwa,27,0,38,Zimbabwe,Bangladesh,2011/08/21
T Taibu,27,0,26,Zimbabwe,Pakistan,2011/09/14
SF Mire,27,0,25,Zimbabwe,South Africa,2015/02/15
CR Ervine,27,0,41,Zimbabwe,India,2015/03/14
AG Cremer,27,0,36,Zimbabwe,India,2015/07/10
AG Cremer,27,0,42,Zimbabwe,India,2015/07/12
RW Chakabva,27,0,43,Zimbabwe,India,2015/07/14
CT Mutombodzi,27,0,50,Zimbabwe,Afghanistan,2015/10/18
CJ Chibhabha,27,0,66,Zimbabwe,India,2016/06/15
RP Burl,27,0,42,Zimbabwe,Afghanistan,2017/02/19
BRM Taylor,27,0,38,Zimbabwe,Afghanistan,2018/02/19
E Chigumbura,27,0,37,Zimbabwe,South Africa,2018/09/30
H Masakadza,27,0,40,Zimbabwe,South Africa,2018/10/03
SM Ervine,26,1,25,Zimbabwe,England,2003/06/26
S Matsikenyeri,26,1,34,Zimbabwe,Bangladesh,2006/08/04
E Chigumbura,26,1,31,Zimbabwe,South Africa,2006/09/15
KM Dabengwa,26,1,38,Zimbabwe,West Indies,2007/12/04
BRM Taylor,26,1,34,Zimbabwe,West Indies,2007/12/07
RW Price,26,1,35,Zimbabwe,New Zealand,2012/02/03
GJ Whittall,26,0,68,Zimbabwe,Bangladesh,2001/04/07
GJ Whittall,26,0,35,Zimbabwe,Bangladesh,2001/04/11
CB Wishart,26,0,46,Zimbabwe,England,2001/10/13
TR Gripper,26,0,60,Zimbabwe,Sri Lanka,2001/10/30
GJ Rennie,26,0,69,Zimbabwe,Sri Lanka,2003/04/07
GW Flower,26,0,49,Zimbabwe,South Africa,2003/07/05
S Matsikenyeri,26,0,35,Zimbabwe,England,2003/07/06
BG Rogers,26,0,51,Zimbabwe,Bangladesh,2004/03/12
T Taibu,26,0,35,Zimbabwe,Sri Lanka,2004/04/29
DD Ebrahim,26,0,59,Zimbabwe,Bangladesh,2005/01/24
BRM Taylor,26,0,41,Zimbabwe,India,2005/09/04
T Duffin,26,0,89,Zimbabwe,West Indies,2006/04/29
BRM Taylor,26,0,38,Zimbabwe,West Indies,2006/05/07
BRM Taylor,26,0,35,Zimbabwe,Pakistan,2008/01/24
CJ Chibhabha,26,0,28,Zimbabwe,Bangladesh,2009/10/27
AG Cremer,26,0,23,Zimbabwe,Canada,2011/02/28
BRM Taylor,26,0,36,Zimbabwe,Kenya,2011/03/20
T Taibu,26,0,43,Zimbabwe,Pakistan,2011/09/08
T Taibu,26,0,32,Zimbabwe,Pakistan,2011/09/11
T Taibu,26,0,46,Zimbabwe,New Zealand,2012/02/09
MN Waller,26,0,16,Zimbabwe,West Indies,2013/02/24
BRM Taylor,26,0,29,Zimbabwe,Pakistan,2013/08/31
H Masakadza,26,0,33,Zimbabwe,South Africa,2014/09/04
RW Chakabva,26,0,34,Zimbabwe,Bangladesh,2014/11/28
Sikandar Raza,26,0,20,Zimbabwe,West Indies,2015/02/24
E Chigumbura,26,0,31,Zimbabwe,New Zealand,2015/08/02
SC Williams,26,0,45,Zimbabwe,New Zealand,2015/08/04
SC Williams,26,0,31,Zimbabwe,Pakistan,2015/10/01
CJ Chibhabha,26,0,32,Zimbabwe,Afghanistan,2015/10/22
CR Ervine,26,0,44,Zimbabwe,Bangladesh,2015/11/09
H Masakadza,26,0,40,Zimbabwe,Afghanistan,2016/01/04
PJ Moor,26,0,45,Zimbabwe,Bangladesh,2018/10/21
P Utseya,25,1,32,Zimbabwe,Sri Lanka,2004/04/22
Sikandar Raza,25,1,17,Zimbabwe,Sri Lanka,2017/07/06
E Chigumbura,25,1,37,Zimbabwe,Pakistan,2018/07/22
GJ Whittall,25,0,28,Zimbabwe,Australia,2001/01/21
AM Blignaut,25,0,26,Zimbabwe,West Indies,2001/06/23
SV Carlisle,25,0,27,Zimbabwe,India,2002/03/10
SM Ervine,25,0,33,Zimbabwe,Pakistan,2003/04/10
MA Vermeulen,25,0,25,Zimbabwe,Australia,2004/05/27
BRM Taylor,25,0,54,Zimbabwe,England,2004/12/04
S Matsikenyeri,25,0,31,Zimbabwe,South Africa,2005/02/25
SV Carlisle,25,0,45,Zimbabwe,New Zealand,2005/08/24
CK Coventry,25,0,19,Zimbabwe,New Zealand,2005/08/24
CK Coventry,25,0,24,Zimbabwe,Kenya,2006/02/26
BRM Taylor,25,0,43,Zimbabwe,West Indies,2006/04/29
BRM Taylor,25,0,29,Zimbabwe,Bangladesh,2006/07/29
S Matsikenyeri,25,0,45,Zimbabwe,Bangladesh,2006/12/03
T Taibu,25,0,44,Zimbabwe,Kenya,2008/10/19
CJ Chibhabha,25,0,35,Zimbabwe,Sri Lanka,2008/11/20
V Sibanda,25,0,37,Zimbabwe,Sri Lanka,2008/11/24
KM Dabengwa,25,0,29,Zimbabwe,Kenya,2009/01/29
H Masakadza,25,0,24,Zimbabwe,Bangladesh,2009/08/18
E Chigumbura,25,0,21,Zimbabwe,Kenya,2009/10/12
CK Coventry,25,0,20,Zimbabwe,Kenya,2009/10/18
H Masakadza,25,0,42,Zimbabwe,Pakistan,2013/08/31
N Madziva,25,0,37,Zimbabwe,South Africa,2014/08/19
H Masakadza,25,0,33,Zimbabwe,South Africa,2014/08/29
CT Mutombodzi,25,0,31,Zimbabwe,Ireland,2015/10/11
E Chigumbura,25,0,54,Zimbabwe,Afghanistan,2015/10/18
CJ Chibhabha,25,0,33,Zimbabwe,West Indies,2016/11/19
CR Ervine,25,0,33,Zimbabwe,Sri Lanka,2016/11/27
Sikandar Raza,25,0,36,Zimbabwe,Afghanistan,2018/02/09
CR Ervine,25,0,42,Zimbabwe,Hong Kong,2018/03/10
BRM Taylor,25,0,41,Zimbabwe,Ireland,2018/03/16
H Masakadza,25,0,52,Zimbabwe,South Africa,2018/09/30
DD Ebrahim,24,1,62,Zimbabwe,Sri Lanka,2004/10/09
P Utseya,24,1,32,Zimbabwe,South Africa,2006/09/18
E Chigumbura,24,1,16,Zimbabwe,India,2010/05/28
P Utseya,24,1,40,Zimbabwe,South Africa,2010/10/22
DA Marillier,24,0,19,Zimbabwe,New Zealand,2001/01/02
A Flower,24,0,30,Zimbabwe,Australia,2001/02/04
HH Streak,24,0,25,Zimbabwe,Sri Lanka,2001/12/12
AM Blignaut,24,0,15,Zimbabwe,Pakistan,2003/04/03
RW Sims,24,0,60,Zimbabwe,South Africa,2003/07/10
T Taibu,24,0,18,Zimbabwe,England,2004/12/04
T Duffin,24,0,36,Zimbabwe,Bangladesh,2006/08/04
BRM Taylor,24,0,71,Zimbabwe,Bangladesh,2006/08/06
S Matsikenyeri,24,0,35,Zimbabwe,Bangladesh,2006/12/05
BRM Taylor,24,0,40,Zimbabwe,Ireland,2007/03/15
KM Dabengwa,24,0,33,Zimbabwe,West Indies,2007/12/02
E Chigumbura,24,0,36,Zimbabwe,Pakistan,2008/01/30
MN Waller,24,0,48,Zimbabwe,Bangladesh,2009/01/19
H Masakadza,24,0,29,Zimbabwe,Kenya,2009/01/31
CR Ervine,24,0,35,Zimbabwe,South Africa,2010/10/22
CJ Chibhabha,24,0,30,Zimbabwe,Bangladesh,2010/12/01
AG Cremer,24,0,41,Zimbabwe,Bangladesh,2010/12/06
P Utseya,24,0,45,Zimbabwe,Australia,2011/02/21
E Chigumbura,24,0,23,Zimbabwe,Pakistan,2011/09/08
RW Chakabva,24,0,54,Zimbabwe,New Zealand,2012/02/09
V Sibanda,24,0,45,Zimbabwe,India,2013/08/01
H Masakadza,24,0,28,Zimbabwe,Pakistan,2013/08/29
SC Williams,24,0,32,Zimbabwe,Ireland,2015/10/09
PJ Moor,24,0,11,Zimbabwe,Sri Lanka,2017/07/06
BRM Taylor,24,0,45,Zimbabwe,Bangladesh,2018/01/15
MN Waller,24,0,35,Zimbabwe,Sri Lanka,2018/01/21
TK Musakanda,24,0,34,Zimbabwe,Pakistan,2018/07/16
CR Ervine,24,0,48,Zimbabwe,Bangladesh,2018/10/21
CT Mutombodzi,24,0,47,Zimbabwe,Bangladesh,2020/03/01
HH Streak,23,1,7,Zimbabwe,Bangladesh,2001/11/25
RW Price,23,1,52,Zimbabwe,Bangladesh,2009/01/19
CR Ervine,23,1,30,Zimbabwe,Sri Lanka,2016/11/21
GJ Rennie,23,0,27,Zimbabwe,New Zealand,2001/01/02
A Flower,23,0,33,Zimbabwe,Australia,2001/01/21
HH Streak,23,0,30,Zimbabwe,Australia,2001/01/21
SV Carlisle,23,0,27,Zimbabwe,India,2002/03/07
SV Carlisle,23,0,39,Zimbabwe,England,2002/09/18
GW Flower,23,0,39,Zimbabwe,India,2003/02/19
T Taibu,23,0,44,Zimbabwe,Australia,2003/02/24
SM Ervine,23,0,32,Zimbabwe,India,2004/02/03
V Sibanda,23,0,47,Zimbabwe,Australia,2004/05/27
T Taibu,23,0,57,Zimbabwe,England,2004/12/05
BRM Taylor,23,0,40,Zimbabwe,Bangladesh,2005/01/26
H Masakadza,23,0,19,Zimbabwe,Bangladesh,2005/01/31
BRM Taylor,23,0,26,Zimbabwe,South Africa,2005/02/27
E Chigumbura,23,0,20,Zimbabwe,Bermuda,2006/05/18
HP Rinke,23,0,29,Zimbabwe,Bermuda,2006/05/20
P Utseya,23,0,36,Zimbabwe,West Indies,2007/12/02
H Masakadza,23,0,28,Zimbabwe,Kenya,2009/01/29
S Matsikenyeri,23,0,9,Zimbabwe,Bangladesh,2009/08/14
H Masakadza,23,0,29,Zimbabwe,Kenya,2009/10/17
GA Lamb,23,0,48,Zimbabwe,West Indies,2010/03/06
CR Ervine,23,0,39,Zimbabwe,Ireland,2010/09/26
E Chigumbura,23,0,26,Zimbabwe,South Africa,2010/10/15
E Chigumbura,23,0,34,Zimbabwe,Bangladesh,2010/12/12
Sikandar Raza,23,0,36,Zimbabwe,Bangladesh,2013/05/05
BRM Taylor,23,0,44,Zimbabwe,India,2013/07/28
TL Chatara,23,0,42,Zimbabwe,India,2013/07/28
P Utseya,23,0,50,Zimbabwe,Pakistan,2013/08/31
V Sibanda,23,0,36,Zimbabwe,Pakistan,2015/05/26
Sikandar Raza,23,0,54,Zimbabwe,India,2016/06/11
AG Cremer,23,0,31,Zimbabwe,Bangladesh,2018/01/23
H Masakadza,23,0,46,Zimbabwe,Ireland,2019/07/07
GW Flower,22,1,36,Zimbabwe,South Africa,2001/09/23
CB Wishart,22,1,20,Zimbabwe,Kenya,2002/12/11
NB Mahwire,22,1,30,Zimbabwe,West Indies,2006/05/07
AG Cremer,22,1,19,Zimbabwe,Ireland,2010/09/28
P Utseya,22,1,20,Zimbabwe,South Africa,2010/10/15
CR Ervine,22,1,17,Zimbabwe,U.A.E.,2018/03/22
DD Ebrahim,22,0,35,Zimbabwe,England,2001/10/07
A Flower,22,0,24,Zimbabwe,Sri Lanka,2001/10/26
GW Flower,22,0,19,Zimbabwe,Bangladesh,2001/11/25
TJ Friend,22,0,53,Zimbabwe,West Indies,2001/12/16
A Flower,22,0,54,Zimbabwe,India,2003/02/19
E Chigumbura,22,0,39,Zimbabwe,Canada,2006/05/16
V Sibanda,22,0,54,Zimbabwe,Bangladesh,2006/07/29
ML Nkala,22,0,40,Zimbabwe,Bangladesh,2006/11/30
T Taibu,22,0,28,Zimbabwe,South Africa,2007/08/22
CK Coventry,22,0,20,Zimbabwe,Bangladesh,2009/08/14
T Taibu,22,0,38,Zimbabwe,Ireland,2010/09/30
E Chigumbura,22,0,30,Zimbabwe,Ireland,2010/09/30
GW Flower,22,0,22,Zimbabwe,South Africa,2010/10/17
P Utseya,22,0,18,Zimbabwe,South Africa,2010/10/17
P Utseya,22,0,29,Zimbabwe,Canada,2011/02/28
AG Cremer,22,0,43,Zimbabwe,New Zealand,2011/03/04
E Chigumbura,22,0,29,Zimbabwe,South Africa,2014/08/29
Sikandar Raza,22,0,32,Zimbabwe,Australia,2014/08/31
R Mutumbami,22,0,24,Zimbabwe,India,2015/07/14
E Chigumbura,22,0,30,Zimbabwe,Pakistan,2015/10/01
CJ Chibhabha,22,0,26,Zimbabwe,Ireland,2015/10/09
LM Jongwe,22,0,38,Zimbabwe,Afghanistan,2015/10/22
CR Ervine,22,0,41,Zimbabwe,Sri Lanka,2017/07/02
SF Mire,22,0,19,Zimbabwe,Afghanistan,2018/02/13
Sikandar Raza,22,0,33,Zimbabwe,West Indies,2018/03/19
H Masakadza,22,0,24,Zimbabwe,Pakistan,2018/07/20
SV Carlisle,21,1,33,Zimbabwe,India,2002/03/13
T Mupariwa,21,1,15,Zimbabwe,Canada,2006/05/16
KM Dabengwa,21,1,34,Zimbabwe,Bermuda,2006/05/20
KM Dabengwa,21,1,42,Zimbabwe,Bangladesh,2009/01/23
R Mutumbami,21,1,19,Zimbabwe,Pakistan,2015/05/26
P Utseya,21,1,18,Zimbabwe,Pakistan,2015/05/26
ADR Campbell,21,0,44,Zimbabwe,South Africa,2001/09/29
A Flower,21,0,47,Zimbabwe,West Indies,2001/12/16
CB Wishart,21,0,21,Zimbabwe,Netherlands,2003/02/28
DA Marillier,21,0,39,Zimbabwe,Kenya,2003/03/12
TJ Friend,21,0,20,Zimbabwe,Sri Lanka,2003/03/15
DD Ebrahim,21,0,43,Zimbabwe,Australia,2004/01/16
H Masakadza,21,0,24,Zimbabwe,England,2004/12/04
V Sibanda,21,0,30,Zimbabwe,New Zealand,2005/08/31
BRM Taylor,21,0,35,Zimbabwe,West Indies,2006/05/10
TV Mufambisi,21,0,25,Zimbabwe,South Africa,2006/09/18
P Utseya,21,0,42,Zimbabwe,Bangladesh,2006/12/08
S Matsikenyeri,21,0,20,Zimbabwe,Sri Lanka,2008/11/20
V Sibanda,21,0,43,Zimbabwe,Sri Lanka,2008/11/28
P Utseya,21,0,75,Zimbabwe,Bangladesh,2009/01/19
H Masakadza,21,0,36,Zimbabwe,Bangladesh,2009/08/16
P Utseya,21,0,39,Zimbabwe,Bangladesh,2009/08/18
E Chigumbura,21,0,24,Zimbabwe,Kenya,2009/10/15
BRM Taylor,21,0,29,Zimbabwe,Bangladesh,2009/10/29
CJ Chibhabha,21,0,30,Zimbabwe,South Africa,2009/11/08
SC Williams,21,0,35,Zimbabwe,Ireland,2010/09/28
P Utseya,21,0,28,Zimbabwe,Bangladesh,2010/12/01
RW Chakabva,21,0,34,Zimbabwe,Bangladesh,2010/12/03
T Taibu,21,0,48,Zimbabwe,Bangladesh,2010/12/03
H Masakadza,21,0,26,Zimbabwe,Pakistan,2011/09/14
V Sibanda,21,0,15,Zimbabwe,Bangladesh,2014/11/23
E Chigumbura,21,0,20,Zimbabwe,West Indies,2015/02/24
CR Ervine,21,0,25,Zimbabwe,Bangladesh,2015/11/11
PJ Moor,21,0,50,Zimbabwe,Afghanistan,2015/12/25
R Mutumbami,21,0,47,Zimbabwe,Afghanistan,2015/12/29
CR Ervine,21,0,45,Zimbabwe,India,2016/06/11
CJ Chibhabha,21,0,26,Zimbabwe,India,2016/06/13
SF Mire,21,0,40,Zimbabwe,Sri Lanka,2018/01/21
TS Chisoro,21,0,42,Zimbabwe,Ireland,2018/03/16
TK Musakanda,21,0,20,Zimbabwe,Pakistan,2018/07/13
H Masakadza,21,0,34,Zimbabwe,Bangladesh,2018/10/21
DT Tiripano,21,0,60,Zimbabwe,Netherlands,2019/06/19
BA Murphy,20,1,20,Zimbabwe,Sri Lanka,2001/10/26
RW Price,20,1,18,Zimbabwe,Bangladesh,2004/03/10
BRM Taylor,20,1,21,Zimbabwe,West Indies,2006/05/13
BV Vitori,20,1,8,Zimbabwe,South Africa,2014/08/19
CR Ervine,20,1,25,Zimbabwe,Afghanistan,2015/10/16
ADR Campbell,20,0,31,Zimbabwe,West Indies,2001/01/25
GW Flower,20,0,46,Zimbabwe,South Africa,2001/09/29
DA Marillier,20,0,24,Zimbabwe,Sri Lanka,2001/12/12
DD Ebrahim,20,0,48,Zimbabwe,England,2002/09/18
HH Streak,20,0,33,Zimbabwe,India,2003/02/19
DD Ebrahim,20,0,49,Zimbabwe,South Africa,2003/07/05
S Matsikenyeri,20,0,25,Zimbabwe,Bangladesh,2004/03/10
MA Vermeulen,20,0,15,Zimbabwe,Australia,2004/05/25
H Masakadza,20,0,38,Zimbabwe,South Africa,2005/02/27
GM Ewing,20,0,23,Zimbabwe,New Zealand,2005/08/24
P Utseya,20,0,45,Zimbabwe,Sri Lanka,2006/10/10
T Mupariwa,20,0,67,Zimbabwe,Sri Lanka,2006/10/10
GB Brent,20,0,22,Zimbabwe,Bangladesh,2006/11/30
CJ Chibhabha,20,0,33,Zimbabwe,Sri Lanka,2008/11/28
F Mutizwa,20,0,16,Zimbabwe,Kenya,2009/01/27
BRM Taylor,20,0,39,Zimbabwe,Bangladesh,2009/08/09
E Chigumbura,20,0,18,Zimbabwe,Bangladesh,2009/08/09
E Chigumbura,20,0,34,Zimbabwe,Bangladesh,2009/10/31
CK Coventry,20,0,23,Zimbabwe,India,2010/06/03
H Masakadza,20,0,40,Zimbabwe,New Zealand,2011/10/22
KO Meth,20,0,17,Zimbabwe,New Zealand,2011/10/22
T Taibu,20,0,39,Zimbabwe,New Zealand,2012/02/03
Sikandar Raza,20,0,35,Zimbabwe,India,2013/07/26
E Chigumbura,20,0,15,Zimbabwe,Afghanistan,2014/07/22
MN Waller,20,0,23,Zimbabwe,South Africa,2014/08/29
V Sibanda,20,0,35,Zimbabwe,India,2015/07/10
SC Williams,20,0,37,Zimbabwe,India,2015/07/12
H Masakadza,20,0,31,Zimbabwe,West Indies,2016/11/25
MN Waller,20,0,13,Zimbabwe,Sri Lanka,2017/07/08
H Masakadza,20,0,30,Zimbabwe,Sri Lanka,2018/01/21
KM Jarvis,20,0,14,Zimbabwe,Afghanistan,2018/02/09
SF Mire,20,0,19,Zimbabwe,Hong Kong,2018/03/10
C Zhuwao,20,0,18,Zimbabwe,Ireland,2018/03/16
CR Ervine,20,0,26,Zimbabwe,Ireland,2018/03/16
CJ Chibhabha,20,0,38,Zimbabwe,Pakistan,2018/07/13
PJ Moor,20,0,43,Zimbabwe,Pakistan,2018/07/20
B Mavuta,20,0,16,Zimbabwe,Bangladesh,2018/10/21
C Zhuwao,20,0,27,Zimbabwe,Bangladesh,2018/10/24
SC Williams,20,0,17,Zimbabwe,U.A.E.,2019/04/16
T Taibu,19,1,26,Zimbabwe,India,2001/06/24
HH Streak,19,1,27,Zimbabwe,West Indies,2001/12/09
T Taibu,19,1,19,Zimbabwe,Pakistan,2002/11/27
HH Streak,19,1,25,Zimbabwe,Sri Lanka,2003/04/07
H Masakadza,19,1,24,Zimbabwe,Bangladesh,2006/08/04
BRM Taylor,19,1,21,Zimbabwe,South Africa,2006/09/20
KM Dabengwa,19,1,18,Zimbabwe,Bangladesh,2006/12/03
AG Cremer,19,1,25,Zimbabwe,West Indies,2010/03/14
P Utseya,19,1,6,Zimbabwe,Kenya,2011/03/20
AG Cremer,19,1,29,Zimbabwe,Afghanistan,2018/03/06
TJ Friend,19,0,23,Zimbabwe,New Zealand,2001/01/07
PA Strang,19,0,27,Zimbabwe,South Africa,2001/09/29
SM Ervine,19,0,25,Zimbabwe,England,2001/10/10
GB Brent,19,0,20,Zimbabwe,West Indies,2001/12/16
DD Ebrahim,19,0,27,Zimbabwe,India,2003/02/19
DA Marillier,19,0,14,Zimbabwe,Sri Lanka,2003/03/15
T Taibu,19,0,31,Zimbabwe,South Africa,2003/07/05
E Chigumbura,19,0,19,Zimbabwe,Sri Lanka,2004/04/29
CJ Chibhabha,19,0,44,Zimbabwe,Bangladesh,2006/11/30
BRM Taylor,19,0,56,Zimbabwe,South Africa,2007/08/22
SC Williams,19,0,42,Zimbabwe,Pakistan,2008/02/02
S Matsikenyeri,19,0,10,Zimbabwe,Sri Lanka,2008/11/24
CK Coventry,19,0,24,Zimbabwe,Bangladesh,2009/08/09
BRM Taylor,19,0,34,Zimbabwe,West Indies,2010/03/10
E Chigumbura,19,0,23,Zimbabwe,West Indies,2010/03/14
BRM Taylor,19,0,22,Zimbabwe,Sri Lanka,2010/06/09
CR Ervine,19,0,14,Zimbabwe,Ireland,2010/09/28
CJ Chibhabha,19,0,38,Zimbabwe,South Africa,2010/10/17
T Taibu,19,0,29,Zimbabwe,Pakistan,2011/03/14
MN Waller,19,0,18,Zimbabwe,Pakistan,2011/09/14
V Sibanda,19,0,37,Zimbabwe,New Zealand,2011/10/22
MN Waller,19,0,38,Zimbabwe,Bangladesh,2013/05/03
LM Jongwe,19,0,30,Zimbabwe,South Africa,2014/08/17
S Matsikenyeri,19,0,23,Zimbabwe,West Indies,2015/02/24
Sikandar Raza,19,0,40,Zimbabwe,Pakistan,2015/10/01
DT Tiripano,19,0,40,Zimbabwe,Sri Lanka,2016/11/14
BB Chari,19,0,45,Zimbabwe,West Indies,2016/11/25
PJ Moor,19,0,18,Zimbabwe,Sri Lanka,2018/01/17
BB Chari,19,0,27,Zimbabwe,U.A.E.,2019/04/16
R Mutumbami,19,0,17,Zimbabwe,Bangladesh,2020/03/03
GB Brent,18,1,18,Zimbabwe,Pakistan,2001/10/31
T Taibu,18,1,27,Zimbabwe,South Africa,2003/06/29
RW Price,18,1,12,Zimbabwe,India,2004/01/20
A Maregwede,18,1,29,Zimbabwe,Australia,2004/05/27
HH Streak,18,1,52,Zimbabwe,India,2005/08/29
V Sibanda,18,1,24,Zimbabwe,West Indies,2006/05/13
P Utseya,18,1,23,Zimbabwe,Pakistan,2008/01/21
P Utseya,18,1,67,Zimbabwe,West Indies,2013/02/22
CT Mutombodzi,18,1,11,Zimbabwe,Afghanistan,2015/10/16
CB Wishart,18,0,23,Zimbabwe,England,2001/10/03
DP Viljoen,18,0,26,Zimbabwe,England,2001/10/03
DP Viljoen,18,0,23,Zimbabwe,England,2001/10/06
SM Ervine,18,0,26,Zimbabwe,South Africa,2003/07/05
S Matsikenyeri,18,0,34,Zimbabwe,Sri Lanka,2004/04/22
A Maregwede,18,0,29,Zimbabwe,Sri Lanka,2004/04/27
V Sibanda,18,0,45,Zimbabwe,Australia,2004/05/25
H Masakadza,18,0,32,Zimbabwe,New Zealand,2005/08/24
HH Streak,18,0,33,Zimbabwe,New Zealand,2005/08/31
CJ Chibhabha,18,0,37,Zimbabwe,Bermuda,2006/05/20
TV Mufambisi,18,0,31,Zimbabwe,West Indies,2006/10/08
KM Dabengwa,18,0,31,Zimbabwe,Bangladesh,2007/02/09
S Matsikenyeri,18,0,25,Zimbabwe,Pakistan,2007/03/21
S Matsikenyeri,18,0,13,Zimbabwe,South Africa,2007/08/26
V Sibanda,18,0,36,Zimbabwe,Pakistan,2008/02/02
V Sibanda,18,0,30,Zimbabwe,Kenya,2009/01/31
CK Coventry,18,0,12,Zimbabwe,Sri Lanka,2010/06/09
GA Lamb,18,0,34,Zimbabwe,New Zealand,2011/03/04
P Utseya,18,0,32,Zimbabwe,Pakistan,2011/03/14
CR Ervine,18,0,13,Zimbabwe,Bangladesh,2011/08/16
V Sibanda,18,0,24,Zimbabwe,Bangladesh,2011/08/19
MN Waller,18,0,23,Zimbabwe,New Zealand,2012/02/06
T Maruma,18,0,22,Zimbabwe,Pakistan,2013/08/27
J Nyumbu,18,0,18,Zimbabwe,South Africa,2014/08/19
H Masakadza,18,0,35,Zimbabwe,Australia,2014/08/31
CJ Chibhabha,18,0,32,Zimbabwe,Ireland,2015/03/07
T Mupariwa,18,0,7,Zimbabwe,Ireland,2015/03/07
H Masakadza,18,0,20,Zimbabwe,Pakistan,2015/05/29
Sikandar Raza,18,0,22,Zimbabwe,India,2015/07/12
CJ Chibhabha,18,0,33,Zimbabwe,Afghanistan,2015/10/20
CJ Chibhabha,18,0,45,Zimbabwe,Sri Lanka,2016/11/14
PJ Moor,18,0,20,Zimbabwe,Afghanistan,2017/02/16
CR Ervine,18,0,23,Zimbabwe,Sri Lanka,2017/06/30
